ID,Name,Country,Type_of_Content,Average_Views,Revenue,Primary_Game
ispas2fq8xzq1ppx7m2mfmqfdty7db20,Isa van den Nuwenhuysen,Netherlands,Long Form,154756,35.97,The Flower Collectors
v92vn8r0yu45o4dnuyjb54xreazmce71,Miss Irene Day,United Kingdom,Short Form,17962,3.21,BIOMUTANT
47hne9fxv65siq4bnb8w8e7f3vbo7wsg,Mark Johnson,United States,Blogger,45923,5.09,APE OUT
gi1641r4fqh0frkr5k7laj1805u597tx,Dra. Ana Melo,Brazil,Short Form,63389,8.34,Days of War Map Editor
bce2eh30oiqj7rpbad0ndv5dmcdsodbz,Geoffrey Knight-Lee,United Kingdom,LiveStreamer,598274,263.08,Rescue Party: Live!
8grcbdukf9y68m3069g7t9ie01ys4hbs,Douglas Patel,United Kingdom,Short Form,37105,3.7,Eastward
s4f8cgvyie6ivwpvs7hzioykl1cq99ch,Watanabe Kenji,Japan,Long Form,141491,56.79,Sheltered
kq5hhoi4kbq08f1ih6lb3k5ruwp9jxi9,Thomas Mccann,United States,Long Form,1579979,344.86,Panzer Corps 2
oxwcrroeg7bwof95mbaeb4kr7sffellw,David de Palomar,Spain,Blogger,5149,0.74,Legends of Runeterra
adkn2k7it7xxdsbrp14xhl5v32bh1a4o,pani Marianna Żach,Poland,Long Form,97810,14.63,Olija
5ml06u3dk5p0fmtb02blcyqvaoo4116s,Choi Ji-hoon,South Korea,Blogger,160095,17.13,RUINER
bbeljqik8ic6jtemn8mjij8wlolxqwli,Kirsty Ward,United Kingdom,Long Form,10474,3.69,Mafia: Trilogy
ocs5labeul52e63z1a2h02ioivtsvptr,Zachary Johnson,United States,Short Form,19076,3.45,Far Cry
i02rfffw2ouj14ijxyywydkwlibxb4fr,Herr Günther Patberg,Germany,Blogger,33531,4.21,Horace
qtphw53risqe239vppd2mn3e8czemuht,Steven Fisher,United States,Long Form,166063,54.93,KID A MNESIA EXHIBITION
c72indv0xyj6vgoe2prj7qcxj7d2b3ez,Bertold Franke,Germany,Short Form,511858,104.63,Anno 2070
2rxtizv6n0aypi79mws7h6vvnah6tiu7,Yamamoto Hiroshi,Japan,LiveStreamer,210152,42.12,Relicta
qmlnto85i1vdv01ywejtw25lfw1sihxe,Maria Larsson,Sweden,Blogger,502277,60.93,Jurassic World Evolution 2
6z6dtxac8h92f3tsveokespkxsgwszqd,Laetitia Moulin,France,Blogger,25679,2.95,Destroy All Humans!
45qdz1rs1j71zyx5ylisgsl4jfm4trse,Peter Pugh,United States,Long Form,142028,38.99,Dying Light 2 Stay Human
0ypfd2xc6syy59s6vnak3qzdagqpgblo,Mr Stuart Adams,United Kingdom,Blogger,104324,15.07,Horror Story: Hallowseed
zhssuz1qe7y68uckm4izejsx0913reys,Janet Stewart,United States,Long Form,7740,2.48,The Vale: Shadow of the Crown
r037uddh85k16ugnsh8i21dbsu1a9fmp,Stephanie Hughes,United States,Long Form,208684,92.97,VALORANT
5dav6anbg1cn0l6bpyivx1tcjnk1gxja,Dr. Andrew Maxwell,United States,Blogger,7739842,2003.3,Rebel Cops
qrd3afedcsevynba60p1zl30hjr807e9,Nancy Gaines,United States,Long Form,32438,14.6,Clid The Snail
b4owo52wqqpwdxyasvdazv46esmrwgeb,Susan Brooks,United States,LiveStreamer,83471,33.31,Banners of Ruin
zw4qvvk94cl4otgqoda6uq9f27sjcnfq,Jonathan Goedhart-Verbeeck,Netherlands,Blogger,151497,33.16,A Juggler's Tale
gkxhg6yptz9pffumef4k00ez13d39oc4,Johan Döhn,Germany,Short Form,18163,1.69,Warhammer Age of Sigmar: Storm Ground
lr0lu57bq0u75cnxle9lsa5pnvwb0b1y,Rebecca Banks,United States,Blogger,27688,4.44,Raji: An Ancient Epic
4axbmwjsgdtvgekfjptpc1cbwymax4jw,Suzuki Yuko,Japan,Long Form,31911,8.82,Redout: Space Assault
xp5i97bfyroq2qivul5yzwp4tvdkzg5s,Onkar Bhasin,India,Short Form,38783,5.35,Darksiders Genesis
4ne3rowv2qcn99okrdgoqxnqkmqmh5wf,Dominic Thompson-Davies,United Kingdom,Long Form,9594098,2625.73,The Eternal Cylinder
9wqcrlhshkq9hcbyoa3greq441b0g6z1,Liam Kramer,Netherlands,LiveStreamer,2500646,807.19,MechWarrior 5: Mercenaries Standard Edition
9ue7hwxjqaekny6jfi4b1ghv47tbq41i,Tanaka Kenji,Japan,Blogger,33352,3.62,Trackmania Turbo
3qqs48euxnus3hwv7ukg1ze04ywm81fy,Cho Ji-hoon,South Korea,Short Form,27896,2.82,Salt and Sanctuary
xlx0fq68j9z1h68im4gru7j7mkpyynp5,Amy Allen,United Kingdom,Blogger,14641,0.98,Exo One
20r5pczekf820xyeayfropi6e1byj4bo,Faustino Arregui Castell,Spain,Blogger,3202199,299.34,Secret Government
0klr7193q1l6ke3hrbhqw8e0bn24n3jh,Walter Day,Australia,Blogger,228186,39.56,The First Tree
wh189uxbu602h7ab6j8gx6y0xvlk2317,Maria Pettersson,Sweden,Long Form,397910,129.33,Paladins
0acuhgpjnvwrxgkikr2omrde51k8lxeq,Alberto Viola-Pizzamano,Italy,Short Form,584398,122.46,A Knights Quest
2rep7r0u07w3xbwr92n94ftphdgybtxi,Oliver Hargreaves,United Kingdom,Short Form,548435,119.82,Minit
olmijv8yza7cs7r74qbrgw0hg2hekfiz,Matthew Best,United States,LiveStreamer,22039,6.23,This Is the President
t013q8tc9n330mcei409tyaw7dqg2d7p,Kim Soo-jin,South Korea,Short Form,860311,172.88,Battle Chasers: Nightwar
z3yfw9bfh2i0fitycz8w9u1q2txvp9op,Diane Pruitt,Australia,Blogger,35960,4.43,Red Dead Redemption 2
cfd2gaycgrzaq3k16emtkplfcd1osi3w,Nakamura Sakura,Japan,Blogger,890679,66.24,Franchise Hockey Manager 8
92sjp753k48oldc08fc0tr58ps0rs95z,John Hardy,United States,LiveStreamer,675168,291.2,Totally Reliable Delivery Service Standard Edition
wp1o01ytqysat7793fbr1yvfnf6yzsrm,Natasza Rysz,Poland,Short Form,7672251,643.71,Child of Light: Ultimate Edition
gd2ukqoguf4zkrwaye537yvvwmbji4xv,Carmela Thies,Germany,Short Form,20681,4.94,Crystal Crisis
gjkcsw7a23hotpsilqbcaig5k7fhxcby,Mr. Lawrence Edwards,United States,Long Form,48927,11.38,Monster Jam Steel Titans 2
660u20e26psrc4dwc279igffen1677sn,Alicia Abad Bou,Spain,LiveStreamer,703653,323.11,Parkitect
v837aw7pdriuai2bcdcckdjxr47nob2j,Robin Kent,United Kingdom,Long Form,7773,2.7,KenShape
dwf8m7f2sb1xona1e6yhsro0m1aihv67,Faras Bahl,India,Short Form,45570,6.22,Hamsterdam
0r1wwhkxdcovy86dlzwybarrml8hs10t,Natalie Richards,United Kingdom,Blogger,13620,1.54,The Legend of Heroes: Trails of Cold Steel IV
4iawg8ya7q9q9mmz9ntlf91gdr95kqq0,Lino Peiró Carrera,Spain,Short Form,817522,178.6,Overcooked! 2
um2v31iqfg7ttn1e4jc0ffrbewrukfwp,Garrett Smith,Australia,LiveStreamer,48287,14.12,EVE Online
hn9csnwqkimss6skf5iavrcjv1h2qshn,Katerina Krein,Germany,Blogger,188467,32.09,Against the Storm
1hbycts1ttg57a4mg5svsa4uu3wv1so2,Sibylla Noack,Germany,Short Form,46339,9.96,Transistor
no667vgp52f1johkk7qg24dsysymmq8q,Miss Laura Green,United Kingdom,Long Form,196515,51.08,Rogue Lords
hzyjb48wumh9nklybwgmp9a9uri7ev4d,pan Błażej Krzykała,Poland,LiveStreamer,4662557,1268.34,Shadowrun: Dragonfall - Director’s Cut
lkzc99nsl742rym6ju708ydr0movpq6j,Kato Yuki,Japan,Blogger,311098,53.25,Kingdom New Lands
fmne6x1jd3vurr6cg1s2lqsqbbx5nwd0,pan Nikodem Lelonek,Poland,LiveStreamer,122111,19.63,STAR WARS™ Battlefront™ Ultimate Edition
lv6aiqk8qddt9m35oxxlykj7ge22cq2g,Kenneth Mitchell,Australia,LiveStreamer,3897482,1597.72,FTL: Faster Than Light
19y57ctaa9maou2kwqyswv062075xtuc,Gilles Rossi de la Leblanc,France,LiveStreamer,945916,463.15,The Magnificent Trufflepigs
wgxokrj0cdbjg57bd1wismjabfha1nzs,Dominic Johnson,United States,Short Form,19561,5.21,The Signifier: Director's Cut
3hjflhykra3m6r1c3ztckxh0a7c8qtte,Alexandrie Allain,France,Short Form,9370,1.3,Milky Way Prince – The Vampire Star
x903758mejql98pcszkeaudpmc2rxmxb,Vitor Gabriel Duarte,Brazil,LiveStreamer,17070,4.18,Claire de Lune
9lioinr9ids2rwv6yzb8oi9f62hkv80s,Bautista Río Carranza,Spain,Short Form,111690,13.8,Moving Out
8cxgpv5epyupgeocmbzjc9ayl65pxwe7,Adriana Tonisto,Italy,Long Form,750536,126.95,NARAKA: BLADEPOINT
otlq161uz6o4ksdo69w444og5e4b1o7d,Connor Lee,United States,Blogger,22933,4.96,Expeditions: Viking
q34xgohmqsc7m3vodzlpny7cy2zqbbej,Leslie Begum,United Kingdom,Short Form,53718,11.8,The Bridge
dgvxza0cr8le854mfuyhtpmw9mgqp8xt,Édouard Fischer du Masse,France,Blogger,13880,2.24,Crashlands
autl2qpinysu8lchapor7az48qqew0rj,Mohammad Foster,United Kingdom,Long Form,53937,9.5,Milky Way Prince – The Vampire Star
cfolt34kff2jtjto0iqqkb7456bfyw37,Kamala Chanda,India,LiveStreamer,8964,1.31,Path of Exile
8ebgtcxd5gsn4qre192wk44j79j69snc,Watanabe Naomi,Japan,Short Form,905678,132.43,Transistor
l64znktv3plmtk85iai810v303e3wj1z,Dale Gardner,United Kingdom,Short Form,22276,6.57,Alan Wake
b7nugpj60sryzx70ib3wyzxjqyjv84a1,Loek Veltman,Netherlands,Short Form,218925,21.11,Crysis Remastered
x63dybdimg6m88b5zlxtwxet97nm767n,Herr Reinhard Winkler B.Eng.,Germany,Short Form,88024,20.21,Scrapnaut
e00ejhrmbl4otpt318yw1dgtg6zom2oy,Amanda Mcfarland,United States,Short Form,14606,1.78,Blaster Master Zero 3
4dpgevbm0yx6x3b9kyhkzh6ejebhbw9k,Lee Ji-hoon,South Korea,Long Form,20653,4.22,Thimbleweed Park
mjgg7hx9m29c9x1y4kujf0zmgsqml8ny,Allison Dillon,United States,LiveStreamer,19785,5.94,Amnesia: A Machine for Pigs
0kif32bcqunm1qksovesig5p4oc9g2w6,Susan Gilbert,France,Short Form,118910,11.47,Second Extinction™
ssmg1awzvwobruj1h1adrghsbmek1mqp,Eshana Bobal,India,Long Form,195990,13.16,Tom Clancy's The Division
1r1qjqmfd2smd7kl9intuo1r35g212kl,James Wiley,Australia,Short Form,46092,12.88,Star Trek Online
1humvlve98qizw3s2rn6bmxqrhkt6ekt,Bernd-Dieter Pölitz,Germany,Long Form,189966,68.84,Void Bastards
xuei6oshmjrmweaf9wkngts2n8nsy6rl,Richard Ferguson,United States,Short Form,766793,112.21,Oxygen Not Included
lld5obq2sa12mesq790von8pvwjazq4x,Diane Jones,United Kingdom,LiveStreamer,29392,5.42,Borderlands: The Handsome Collection
9vvlmid882aosj2re7xus359i5rttcdh,Dakota Montes,United States,Long Form,164987,71.0,Rising Storm 2: Vietnam
i0g2qqr0ix5vce97e82ms34y6kmsg8c8,Miss Kerry Knight,United Kingdom,LiveStreamer,156482,35.3,Hellpoint
vpyh75ezm5c2w7s3tzuej2037vdg5rkh,Cameron Schwartz,United States,LiveStreamer,3196,1.74,Aztez
chy24s8e4p6ihc4dimv1pqqt3e02jekq,Manuelita Garay Alberdi,Spain,LiveStreamer,13117,4.85,Amnesia: Rebirth
djjblp2j45q3fwk0xuqa28oq0ms3ctdg,Harita Grover,India,Short Form,190648,26.07,The Witcher 3: Wild Hunt - Game of the Year Edition
ltxjpcqsq3hupsicyzn9rhvhfdlxdbfr,Hans Eriksson,Sweden,Long Form,242318,45.65,Borderlands 3
vt81kpdg9o98poc4vgziabscah3t8vdu,Ana Sofía Carina Verdugo Pons,Spain,Short Form,910371,175.9,Star Renegades
2gt30gchf4akdnadijfzqafqsdq26rl0,Jeff Lawson,United States,Long Form,630830,211.11,Behind the Frame: The Finest Scenery
ckdvuzl8nzh7d7j8g5atw14sohax2ffb,Michael Marsh,Australia,Long Form,550776,184.45,Rebel Galaxy
sa7gwsi3pg8vee06lp1lgp14nvv4nmu0,Germán Verdugo-Villanueva,Spain,LiveStreamer,143743,56.68,Vampyr
62wlymcx7rb0mdd0htjh7zoc3gy51wtm,Nakamura Yuko,Japan,Long Form,2632,1.05,Phantasy Star Online 2 New Genesis
ka9ssdieykgtaqrfkiau0kfiad70cth3,Nakamura Yumi,Japan,Short Form,4884,0.86,Mothergunship
m6dwk05vivzus57nbc0gf2pijyh5285z,Matthew Thomas,United States,Long Form,19147,7.67,Teamfight Tactics
z2mk6j4yyvzyg2e0s1f68nb9qn2z74m2,Yamamoto Hiroshi,Japan,Long Form,704345,147.93,Skate City
y2qxe6j63fl7j14lkfplf44m9p91d19x,Cho Min-jun,South Korea,Long Form,113645,14.45,DEMON'S TILT
uxh5hzi2ut6ycdzn7zwtxajvudhgz8o4,Lee Dong-hyun,South Korea,Short Form,198789,26.25,"Neko Ghost, Jump!"
umate0v0fm0xp0yfw84ziz1bv8205882,Takahashi Sakura,Japan,Long Form,224725,38.49,STORY OF SEASONS: Friends of Mineral Town
syy84zw52g09lbls36ymjzicl5gqrdg6,Jacqueline-Anouk Sauvage,France,Blogger,196719,15.75,Inertial Drift
u1lh6zk8wjpjz659kuboa7sg0450pepu,Lisa Martinez,United States,Blogger,6605277,524.81,Franchise Hockey Manager 8
t06llbvrl1p8pgi0fl0q7d8s11ugvbwu,Nick Möchlichen-Wiek,Germany,Long Form,56280,10.88,Levelhead
3o3jnhqw7l9bi5o0xlx3dews612zqjfq,Andrea Savage,United States,Long Form,202087,33.13,Moonlighter
xgj8phi88ar3udhadys73vlzrappdiqa,Michael Chandler,United States,Long Form,16727,9.57,Heavy Rain
9owp7nl6dmjlxdw0ycyrnznzmccyc3t1,Nichole Walker,United States,Short Form,26879,3.32,Ashen
jsn3yz28c43lysosugbzkhx91n4dxqk6,Éléonore-Gabrielle Gauthier,France,Blogger,816602,55.51,Kosmokrats
8lamri7z5a37gvtsoajakvss8odzhroh,Brad Rivas,Australia,LiveStreamer,953484,257.89,Black Book
zh4g405my1j74ikfm35vj8qcnxhb9fp9,Dr Connor Collins,United Kingdom,LiveStreamer,997547,369.58,Absolute Drift
62qhgenypv1yzsxhraurhd91w3wrrdu2,Ekrem Schmidt-Metz,Germany,Blogger,159952,24.11,ChromaGun
w5xxmh1hsu0uixgpj05gqzclqmgu3s9l,Mr. Kyle Thomas DDS,Australia,Long Form,92289,18.78,Brave
u00dmdlm9nwjwfdhtf1rxgtxafc79n1x,Ilka Striebitz,Germany,LiveStreamer,16988,5.19,"Warhammer 40,000: Gladius - Relics of War"
eqc301uo58q18wkowcq0b0theq48bcq3,Joshua Simpson,United States,Short Form,4798,0.74,HyperParasite
cvam23ht47e3b4c32080x1aublfju8sm,Cynthia Ruiz,United States,Short Form,802112,148.3,Aerial_Knight's Never Yield
m4s06dh4ncan10v8mzbfnogrid4rljft,Watanabe Kaori,Japan,Blogger,38267,5.53,Redout: Space Assault
9x9vd4pxrjaijqw4i81nkhxpk0nc8mvz,Wayne Weaver,United States,Long Form,4777020,917.6,Griftlands
v44ftj5ccasbuov6tt9q1ni10kqsosx4,Anneli Johansson,Sweden,Short Form,3782394,551.66,ATLAS Mod Kit
h88hor7e19isojeyz1ibyxw42z6bgzmh,Ito Hiroshi,Japan,Short Form,5315,0.65,Beast Breaker
egs3x568mznn526edo1hvnwow86s714c,Mr Wayne Turner,United Kingdom,Long Form,10096,1.31,OHDcore Mod Kit
p9khzavrwb98p84lvx4ox3kxrjzzazfn,Norman Spencer,United States,Short Form,155555,20.87,South Park™: The Fractured But Whole™ Standard Edition
l620vekpyr9vnidrbuecrnwjqbkv6tba,Jhalak Apte,India,Long Form,580381,76.49,Blaster Master Zero 3
bucaiyksb5kgtgf1nny79lp5skr8dibv,Mohammed Day,United Kingdom,LiveStreamer,56870,23.53,Doctor Who: The Lonely Assassins
x5odi18qpflyixvagw8n4ko0vg16a6fl,Jordan Chapman,United States,Blogger,368570,66.34,God's Trigger
5f357tz42mhg9zoj42zjjxglk6k73pze,Leigh Leonard,United Kingdom,Long Form,38220,5.96,Trackmania Turbo
77b15l1h3uafcy7dh7tyfwgqsqg2nezk,Ing. Marko Schulz B.Sc.,Germany,LiveStreamer,2846,1.03,RiMS Racing
x9yqaye0iohs6wly8mn2o4yx0vg5dwcm,Ida Giannini,Italy,Short Form,8593,1.74,Wrath: Aeon of Ruin
hfcria13yb9pi1gic4lhdcd0neyg9zp0,Hredhaan Lalla,India,LiveStreamer,586968,121.99,Gravewood High
wd8gdlz513h761iiagy967yyd2oiuk1o,Daniel Roberson,United States,LiveStreamer,36082,13.27,Olija
957mph9fe36epcew8f6n321qa1dwmejk,Jacob Lee,United States,Long Form,380778,79.23,Aeon Must Die!
mob2gdd792gf374oa7iztv5d1pg6kzn2,Kato Yuki,Japan,LiveStreamer,3308729,1030.25,SLUDGE LIFE
xaji0y6dpbhsahxthv3a3zmf8mdd4v30,Aleksandr Weihmann,Germany,LiveStreamer,190569,57.73,Wytchwood
wnvqjivmb9kzyx5zz021anljvgscdqz4,Colette Raymond,France,Short Form,39251,4.41,Geneforge 1 - Mutagen
djep77ng6f0yeuf5pv5fot4xp1qdc9an,Kang Jun-ho,South Korea,Short Form,37988,5.06,Yoku's Island Express
da8gqfre9h2p5hqilyfjojhioxqyajb8,Jonathan Torres,United States,Short Form,8147,1.23,Conan Exiles Modkit
7ziemyxadlussh1z97ytxwcl7xg33y6y,Kira Reuter,Germany,Blogger,39988,5.95,Core
04g4sm0v1xujtqgy36m482z9br68m87l,Bertil Olofsson,Sweden,Short Form,3726736,747.88,Tomb Raider GAME OF THE YEAR EDITION
49c393ws99hcr0r8czqd28xn82j8dtj3,Danielle Jensen,United States,Long Form,760938,335.75,Clid The Snail
n7jq3r2o7406g0xvm1lvdbqkvhl0ahgp,Ganga Deshmukh,India,Long Form,3506262,362.52,HITMAN 3
cfhvy4bz2t391dnun39iv3eb9g1xh8ft,Victoria Aznar Cantero,Spain,Short Form,38683,10.48,Kitaria Fables
5pe1yf03dcuvajscwo5bnpagbdqny0x9,Hwang Min-seo,South Korea,Blogger,18290,0.81,Shadow Complex Remastered
waufxqp6xghu9ivlx6x6sxua3kamox96,Maurizio Viviani,Italy,LiveStreamer,198444,39.48,Outward
o75rutuhuzoxsijd2ztc1tz75dv9dko9,Dawn Gordon,United Kingdom,Short Form,44742,7.31,3 Out of 10: Season One
80nsnt3efhzcoq4cn4wqa141357p714t,Ignazio Malpighi-Gioberti,Italy,Short Form,232609,29.79,Werewolf: The Apocalypse – Earthblood
o3acj1nqvu1nznm74d7osdhrutdc8k7x,Canan Kitzmann-Sölzer,Germany,Long Form,120025,22.51,Shadow of the Tomb Raider: Definitive Edition
qeznczf4lpc8vomftgqp2ecbydttujz3,Umberto Ciampi,Italy,Long Form,8554882,2850.37,Battalion 1944 Development Toolkit
qlfwuuiu52w85yps859txadn2tvdnhbo,Henry Moraes,Brazil,LiveStreamer,300843,95.3,Rogue State Revolution
aechg74l8osdwat80qfewleg1nenwiz9,Michelle Marshall,United States,Blogger,1411531,195.85,Nioh 2 – The Complete Edition
7h402z8ghnesb06xlp2z7rrztzchkoge,Christina Murphy,United States,Blogger,23858,2.04,Mayhem in Single Valley
0koaxzx9slsv2ifwy3i07kdv9ky2o50k,Caterina Schuchhardt,Germany,Short Form,28177,4.63,The Walking Dead: Michonne - A Telltale Miniseries
xx6fz6fb7q2knjwhh6e972ol96nju8j3,Jung Seo-yeon,South Korea,Short Form,31883,2.29,Frostpunk
0qjz6peymp4elvmbgqqw2nef1ffrm273,Primitiva Mármol Ros,Spain,Short Form,79669,11.43,For Honor Standard Edition
e6q7xvt5322o1liymwl7gfrd42ywbngg,Bianka Abramczuk,Poland,Long Form,18634,3.98,Werewolf: The Apocalypse – Earthblood
66zfck3qqu385ld0h19agn3kopzsjzca,Sathvik Karpe,India,Short Form,27899,3.5,Nioh: The Complete Edition
6f4o7vmr32kx0jjupk5s3vkxsnpc5dt4,Rachel Hewitt-Roberts,United Kingdom,Short Form,4767,1.02,Satisfactory
jfh493g2pwowpkutsfzf3vrk7zb864o8,Kunibert Köster-Ruppersberger,Germany,Short Form,244267,26.8,Anno 1800 Standard Edition
4m1trpuyd6i5ho9cy9pe0hdj7o9x66d7,Kato Takashi,Japan,Short Form,7128,1.93,Amnesia: The Dark Descent
msqj1410ay5tdrwyubxfhs1b3evx2or6,Miss Leslie Booker,United States,Short Form,5112051,606.01,DISC ROOM
ffawpcyk2t823rxu6ug3wlbj2a1x7f64,Ismael Armengol Vara,Spain,LiveStreamer,860841,197.68,Watch Dogs Standard Edition
vpctzbyipwmohlektenlwoinwzhknbj1,Claire Guérin,France,Short Form,107026,13.51,Redout: Solar Challenge Edition
pub4yimgecjsy2wlkpqdq8t0req7l8zi,Mr Brian Martin,United Kingdom,Short Form,38229,7.57,Colt Canyon
69q2smj1en1rqqae7bdmsqn9r3veb64c,Nakamura Kaori,Japan,Short Form,72456,10.19,Lifeslide
v5zo0kx7fm7deycxdg3sm48m22jltfcs,Jacob Jönsson,Sweden,Short Form,650834,67.11,Hello Neighbor
yoit5cb5v8t40c152ippuzd9q4jwo3ir,Jacques Roger,France,Short Form,114306,37.76,Blair Witch
rxg4zsbxel0lkvt5vymgfk9xckfj9mpj,Jonathan Dennis,United States,Short Form,48508,18.13,Nexomon: Extinction
0utxszgp0zke835orda6ssjuvnvlmx0h,Univ.Prof. Rosa-Maria Jessel,Germany,Short Form,13712,2.5,Unbound: Worlds Apart
i9w96jdlm61yq6nx6aftavqguwdf1s49,Ito Kenji,Japan,LiveStreamer,114307,17.93,Swords of Legends Online
7xs7mqopif4qomj502s7j15nfj9drtfu,Mariane Siqueira,Brazil,Short Form,59140,8.89,Expeditions: Conquistador
0l5vkabidz5mega61e6xcjul46obiz45,Yan Viana,Brazil,Short Form,850073,163.14,Costume Quest
miurpv2wj6o6u9179b9nt5dxi7qodsu9,Joanna Frazier,Australia,Blogger,11022,1.81,Desperados III
7xpesw8rrlai7qem5qxaexf32xpmu6nn,Kieran Ali,United Kingdom,LiveStreamer,437429,74.49,Doctor Who: The Lonely Assassins
8j1ui9l69isxuwvw1pm77xvmezxleayc,Telmo Cuervo Calleja,Spain,LiveStreamer,6886,1.13,Shadowrun Hong Kong - Extended Edition
7fnqgnviatp42vmea5vv4adyw699pmcx,Ojas Mall,India,Long Form,155156,34.79,Fez
pdsq9ery7fzzcc9mcvw2tzfbydc66hx2,Park Seo-yeon,South Korea,LiveStreamer,4852284,1140.36,Asteroids: Recharged
04b7p47b42g05kbkv7mqxs6esj3l0xza,Elisabeth Pettersson,Sweden,Short Form,23092,5.89,Chicken Police - Paint it Red!
8fw8owlavhxb1fbygh999cnfht1s7ykc,Sato Hiroshi,Japan,Short Form,197452,19.28,Stick It To The Man!
zrre5oz83ejfbovb1zj396yfi7eq3o6j,Eutropio de Vázquez,Spain,Blogger,6507270,262.17,Where Cards Fall
grzpx9v1uitdj4wt1vawi2ex4knysgoh,Jung Ji-hoon,South Korea,LiveStreamer,36310,5.77,VR Funhouse
4m87vlfu0q2i74y30wl6qklryp65bhss,Olivier Giselmeyer,Netherlands,Short Form,24404,2.45,Port Royale 4
0g967e46kwfgi979wzlsebbbakks32vl,Jason Patel,United States,Short Form,744560,197.45,A Knights Quest
wuviw5u52nmxpma45w01g02bgh0iobk8,Ana Carolina Nascimento,Brazil,Short Form,19362,1.0,Super Squad
7tdv842qyvtqnkv78rtjr2gjcgmbj2w6,Farhan Prakash,India,Long Form,694411,122.72,Scourgebringer
wn5eia2qnjxjz8isbclfte36qar47x0t,Mercedes Baker,Australia,LiveStreamer,671518,195.54,Orwell's Animal Farm
uc3f252b3go5uf4zkjhalkjk15fpwz3s,Steven Winkler,Germany,Long Form,98364,16.15,Twin Mirror
jgbi6hm8vu8lifwrlp06xv1g7mj8jd2t,Ashlee Perry,United States,LiveStreamer,144367,31.65,Phantasy Star Online 2 New Genesis
fg34osf1u31r8jwhtthqd58wkcqikrab,Wishi Kashyap,India,Long Form,3437,0.29,No Straight Roads
am1kbw6giokoqs8d6kyb27xjx6yy6frn,Robert Clark,United States,Short Form,223644,61.05,Deep Sky Derelicts
4wo7v1gsfytk5lbchy3t5q21g07hpnpk,Han Dong-hyun,South Korea,Short Form,36726,4.94,SUPERHOT
uh8azpoo8a83o5tkudwq5x9zek82nxt2,Lola Blewanus,Netherlands,Short Form,203545,49.44,Borderlands: The Handsome Collection
dximyn4u9bxf445cri8bixoiq2q4qerx,Derek Mahoney,United States,Long Form,7726,2.8,For Honor Standard Edition
7eeydrcjq5k9nz0i0gxgqovq84i3jrws,Sato Akira,Japan,Short Form,903167,166.29,Shadow Man Remastered
jv9nfx99seyqfkikam1klod85yrslr9t,Ninetta Udinese,Italy,Long Form,22378,6.79,Thimbleweed Park
k2hy2g0z8ey95rbnsr8wiw2cncyal07s,Sheryl Meyer,United States,Long Form,993806,166.27,Oxenfree
5sefhseyw0o7czeam7m7q2b7i5ybojp2,Stéphanie Bigot,France,LiveStreamer,749754,190.98,OCTOPATH TRAVELER™
zz08w13c530fd9rgpcrnygrf0c2pdtah,Elli Klingelhöfer,Germany,Short Form,445712,122.68,Dead by Daylight
qe08d0sre2ees23jln698k229env4yc8,Anita Scott,United States,Blogger,955029,85.13,For The King
hfmm8x143ropbg3fkmsbzzrb68jfjxes,Janet Shelton,United States,LiveStreamer,38569,22.62,GRIME
ouzdzhlflfifx97l4gqqkmjczzro70yv,Isabelly Monteiro,Brazil,Short Form,4062,0.52,Back 4 Blood: Standard Edition
s965crb6t09vw0zcfzoufq0fv8fw5u8o,Cho Dong-hyun,South Korea,Blogger,17702,3.55,Lost Words: Beyond the Page
og25jh56uyo5wl8yq1fcww8ai5vtvt4n,Jennifer Hall,United States,Blogger,423701,135.09,Super Squad
r0w22yk124xv7qap108b1j8cibwq6fod,Madhavi Keer,India,Long Form,151593,19.51,The Walking Dead: A New Frontier
ahnbgslct9y1c9s3wr17iq77ic7ebkm7,Nakamura Yuko,Japan,Long Form,944684,120.74,Sokobond
jzxc7nemcx655h6idydnrb3dm4acrpqn,Edwin Richardson,United States,Blogger,965408,172.51,Rogue State Revolution
coir250dwouwf60awci39wl9tm7xenfa,Kwon Soo-jin,South Korea,Blogger,19299,1.72,Trials of Fire
a7m6p62k9gka9galxlmjhdqjfd177rpg,Esther Jeggij,Netherlands,Short Form,121774,11.83,Tom Clancy's The Division
96x2i0b1x5jywisgt2ysrm2vcarw05br,Maria Flor Barbosa,Brazil,Blogger,9083317,1276.11,No Longer Home
pkz8hfcq33wb4mfr898y5t620j74wwty,Olov Nordström,Sweden,Long Form,47758,10.94,Bonfire Peaks
wejb9c1ufgz1sd9ezj4hio5v3jpn5d6z,Metin Hande,Germany,Blogger,7622,1.66,Idle Champions of the Forgotten Realms
fg6hmec53rng3gzy59twuysc7cn9rko5,Roger Hansson,Sweden,LiveStreamer,6070125,1989.77,CRSED: F.O.A.D.
hlmk4ebuua1ki2dql3l6c9e3gld3gkwt,Emily Wise,United States,Short Form,227403,70.14,Saviors of Sapphire Wings & Strangers of Sword City Revisited
r21v3pvkwj5moadfbfiydw4gzxcfm3t9,Jonathan Palan,India,Long Form,179441,50.25,Poly Bridge 2
h70yb7radi5uujzr0fcybr3o9ubc1kkr,Alphonse Morel,France,LiveStreamer,18516,6.66,Spiritfarer®: Farewell Edition
